Date,Product,Region,Sales
2015-01-26,Smartphone,East,260.47
2015-01-27,Smartwatch,North,252.73
2015-01-28,Smartphone,East,259.42
2015-01-29,Smartphone,North,329.94
2015-01-30,Smartwatch,South,285.38
2015-01-31,Laptop,West,363.92
2015-02-01,Laptop,East,286.65
2015-02-02,Accessory,West,306.15
2015-02-03,Tablet,North,340.86
2015-02-04,Tablet,East,353.22
2015-02-05,Accessory,Central,355.36
2015-02-06,Tablet,South,334.78
2015-02-07,Smartphone,South,330.91
2015-02-08,Smartphone,East,320.85
2015-02-09,Smartwatch,South,326.21
2015-02-10,Smartwatch,Central,293.68
2015-02-11,Accessory,West,287.71
2015-02-12,Accessory,Central,308.77
2015-02-13,Accessory,South,305.28
2015-02-14,Smartphone,West,298.87
2015-02-15,Tablet,Central,328.27
2015-02-16,Accessory,North,335.4
2015-02-17,Accessory,North,314.36
2015-02-18,Smartphone,West,349.72
2015-02-19,Smartphone,West,284.85
2015-02-20,Smartphone,West,309.16
2015-02-21,Tablet,North,296.68
2015-02-22,Accessory,Central,268.51
2015-02-23,Laptop,West,313.68
2015-02-24,Laptop,North,313.26
2015-02-25,Accessory,West,354.69
2015-02-26,Accessory,West,333.16
2015-02-27,Accessory,West,292.31
2015-02-28,Accessory,North,364.77
2015-03-01,Tablet,Central,349.45
2015-03-02,Laptop,North,333.96
2015-03-03,Smartwatch,North,314.21
2015-03-04,Laptop,West,296.35
2015-03-05,Laptop,East,311.48
2015-03-06,Smartphone,East,348.43
2015-03-07,Accessory,East,368.75
2015-03-08,Accessory,North,360.62
2015-03-09,Accessory,West,310.21
2015-03-10,Smartphone,East,294.82
2015-03-11,Tablet,South,326.7
2015-03-12,Tablet,South,279.32
2015-03-13,Smartwatch,South,331.95
2015-03-14,Tablet,Central,320.5
2015-03-15,Tablet,West,312.85
2015-03-16,Accessory,North,284.93
2015-03-17,Laptop,North,337.92
2015-03-18,Tablet,West,312.02
2015-03-19,Tablet,Central,296.35
2015-03-20,Smartphone,West,254.03
2015-03-21,Smartwatch,Central,325.37
2015-03-22,Smartphone,East,370.57
2015-03-23,Accessory,East,367.99
2015-03-24,Laptop,Central,315.21
2015-03-25,Smartwatch,West,311.75
2015-03-26,Smartphone,East,338.67
2015-03-27,Tablet,West,302.13
2015-03-28,Tablet,East,334.76
2015-03-29,Smartwatch,West,346.47
2015-03-30,Tablet,West,358.08
2015-03-31,Smartphone,South,324.98
2015-04-01,Smartphone,Central,322.46
2015-04-02,Tablet,North,305.65
2015-04-03,Tablet,Central,306.96
2015-04-04,Accessory,West,321.98
2015-04-05,Laptop,West,336.83
2015-04-06,Smartwatch,Central,350.48
2015-04-07,Smartphone,West,307.53
2015-04-08,Smartwatch,East,364.89
2015-04-09,Accessory,West,320.74
2015-04-10,Smartphone,Central,326.91
2015-04-11,Accessory,Central,308.68
2015-04-12,Accessory,Central,266.65
2015-04-13,Tablet,South,349.24
2015-04-14,Smartwatch,South,345.43
2015-04-15,Smartwatch,South,319.84
2015-04-16,Tablet,South,328.39
2015-04-17,Smartwatch,South,339.44
2015-04-18,Tablet,South,287.29
2015-04-19,Smartphone,South,312.93
2015-04-20,Accessory,Central,345.8
2015-04-21,Accessory,North,294.35
2015-04-22,Smartwatch,South,332.81
2015-04-23,Laptop,Central,291.3
2015-04-24,Accessory,North,336.6
2015-04-25,Tablet,South,323.77
2015-04-26,Laptop,North,283.98
2015-04-27,Laptop,North,353.17
2015-04-28,Accessory,East,305.36
2015-04-29,Accessory,West,303.13
2015-04-30,Accessory,East,328.05
2015-05-01,Tablet,North,351.39
2015-05-02,Laptop,Central,296.9
2015-05-03,Smartwatch,South,323.45
2015-05-04,Tablet,West,332.22
2015-05-05,Smartphone,South,338.41
2015-05-06,Accessory,Central,325.07
2015-05-07,Laptop,West,311.04
2015-05-08,Tablet,East,299.08
2015-05-09,Smartphone,North,321.46
2015-05-10,Tablet,Central,292.03
2015-05-11,Tablet,North,245.31
2015-05-12,Smartwatch,North,328.76
2015-05-13,Smartwatch,South,339.93
2015-05-14,Tablet,Central,257.74
2015-05-15,Smartphone,North,291.04
2015-05-16,Laptop,East,331.22
2015-05-17,Laptop,West,366.62
2015-05-18,Accessory,Central,315.14
2015-05-19,Accessory,South,295.85
2015-05-20,Laptop,Central,308.89
2015-05-21,Tablet,South,347.24
2015-05-22,Tablet,West,296.12
2015-05-23,Smartwatch,East,291.67
2015-05-24,Smartwatch,North,298.96
2015-05-25,Accessory,Central,286.57
2015-05-26,Laptop,South,312.83
2015-05-27,Tablet,West,349.73
2015-05-28,Laptop,North,316.53
2015-05-29,Smartphone,West,301.48
2015-05-30,Laptop,East,299.82
2015-05-31,Smartphone,North,267.35
2015-06-01,Smartwatch,North,327.82
2015-06-02,Smartwatch,North,303.1
2015-06-03,Accessory,South,299.83
2015-06-04,Laptop,North,383.45
2015-06-05,Laptop,West,310.38
2015-06-06,Smartphone,South,283.39
2015-06-07,Smartwatch,North,290.79
2015-06-08,Smartphone,West,329.43
2015-06-09,Smartwatch,West,302.8
2015-06-10,Smartphone,Central,263.27
2015-06-11,Smartwatch,West,321.45
2015-06-12,Smartphone,East,281.01
2015-06-13,Smartwatch,North,343.78
2015-06-14,Smartphone,North,323.18
2015-06-15,Laptop,North,284.22
2015-06-16,Accessory,West,326.65
2015-06-17,Smartphone,West,295.54
2015-06-18,Accessory,North,314.38
2015-06-19,Laptop,South,304.39
2015-06-20,Laptop,South,270.32
2015-06-21,Smartwatch,East,274.6
2015-06-22,Accessory,Central,315.64
2015-06-23,Tablet,East,280.72
2015-06-24,Smartwatch,North,278.2
2015-06-25,Accessory,North,263.61
2015-06-26,Smartphone,North,297.27
2015-06-27,Smartphone,Central,337.44
2015-06-28,Laptop,West,258.38
2015-06-29,Tablet,Central,284.86
2015-06-30,Smartphone,East,318.75
2015-07-01,Accessory,West,280.65
2015-07-02,Accessory,West,293.14
2015-07-03,Smartphone,East,254.46
2015-07-04,Accessory,West,290.92
2015-07-05,Accessory,South,274.72
2015-07-06,Laptop,East,303.23
2015-07-07,Tablet,East,307.47
2015-07-08,Laptop,South,341.72
2015-07-09,Tablet,Central,290.66
2015-07-10,Accessory,Central,283.52
2015-07-11,Tablet,Central,279.43
2015-07-12,Accessory,West,264.94
2015-07-13,Accessory,South,281.44
2015-07-14,Laptop,East,264.8
2015-07-15,Laptop,East,275.61
2015-07-16,Smartwatch,East,303.55
2015-07-17,Smartphone,West,244.67
2015-07-18,Smartwatch,West,297.55
2015-07-19,Smartwatch,Central,301.2
2015-07-20,Tablet,West,264.56
2015-07-21,Accessory,Central,213.7
2015-07-22,Accessory,Central,250.79
2015-07-23,Accessory,East,297.65
2015-07-24,Smartphone,West,263.9
2015-07-25,Tablet,Central,238.75
2015-07-26,Tablet,South,250.37
2015-07-27,Accessory,South,283.28
2015-07-28,Smartwatch,West,275.2
2015-07-29,Smartphone,East,254.84
2015-07-30,Smartwatch,East,250.93
2015-07-31,Laptop,Central,249.6
2015-08-01,Tablet,West,235.64
2015-08-02,Tablet,South,298.39
2015-08-03,Smartwatch,Central,249.26
2015-08-04,Smartphone,Central,287.07
2015-08-05,Tablet,North,294.01
2015-08-06,Smartwatch,West,280.27
2015-08-07,Smartphone,Central,243.87
2015-08-08,Smartwatch,South,264.12
2015-08-09,Smartphone,North,252.78
2015-08-10,Accessory,South,230.17
2015-08-11,Smartphone,East,260.26
2015-08-12,Laptop,North,222.07
2015-08-13,Accessory,North,280.64
2015-08-14,Smartwatch,Central,238.74
2015-08-15,Accessory,East,254.81
2015-08-16,Accessory,Central,256.3
2015-08-17,Smartwatch,West,242.19
2015-08-18,Smartwatch,South,262.78
2015-08-19,Laptop,South,235.71
2015-08-20,Smartwatch,Central,268.84
2015-08-21,Tablet,South,212.89
2015-08-22,Tablet,South,249.2
2015-08-23,Laptop,West,294.03
2015-08-24,Smartphone,East,220.07
2015-08-25,Smartphone,North,227.67
2015-08-26,Tablet,Central,257.0
2015-08-27,Smartwatch,Central,248.2
2015-08-28,Laptop,West,252.05
2015-08-29,Smartphone,West,255.09
2015-08-30,Smartphone,North,258.33
2015-08-31,Accessory,East,269.81
2015-09-01,Tablet,Central,251.93
2015-09-02,Smartwatch,West,235.29
2015-09-03,Laptop,Central,257.78
2015-09-04,Smartphone,South,288.12
2015-09-05,Accessory,Central,236.98
2015-09-06,Tablet,East,215.62
2015-09-07,Tablet,East,267.36
2015-09-08,Laptop,Central,236.38
2015-09-09,Smartphone,South,184.8
2015-09-10,Laptop,East,260.04
2015-09-11,Laptop,West,225.23
2015-09-12,Accessory,Central,236.12
2015-09-13,Tablet,South,246.46
2015-09-14,Smartwatch,West,242.72
2015-09-15,Tablet,Central,255.5
2015-09-16,Tablet,South,226.7
2015-09-17,Accessory,West,250.26
2015-09-18,Smartwatch,East,230.79
2015-09-19,Smartphone,Central,255.62
2015-09-20,Smartwatch,Central,252.42
2015-09-21,Smartphone,East,213.54
2015-09-22,Smartwatch,North,263.99
2015-09-23,Laptop,West,223.37
2015-09-24,Smartwatch,East,256.91
2015-09-25,Accessory,Central,245.84
2015-09-26,Smartphone,West,282.58
2015-09-27,Tablet,West,231.03
2015-09-28,Accessory,North,227.88
2015-09-29,Smartphone,Central,236.14
2015-09-30,Smartphone,South,229.08
2015-10-01,Tablet,North,256.7
2015-10-02,Laptop,North,196.35
2015-10-03,Accessory,South,210.49
2015-10-04,Tablet,South,210.22
2015-10-05,Tablet,North,260.78
2015-10-06,Laptop,West,279.9
2015-10-07,Accessory,East,234.66
2015-10-08,Tablet,East,233.2
2015-10-09,Laptop,North,239.33
2015-10-10,Accessory,West,266.8
2015-10-11,Smartwatch,South,214.76
2015-10-12,Smartphone,North,244.11
2015-10-13,Laptop,Central,262.75
2015-10-14,Smartphone,West,251.13
2015-10-15,Smartwatch,Central,243.6
2015-10-16,Tablet,Central,264.15
2015-10-17,Tablet,North,171.82
2015-10-18,Accessory,West,256.64
2015-10-19,Laptop,Central,223.64
2015-10-20,Laptop,West,194.55
2015-10-21,Accessory,East,253.43
2015-10-22,Smartphone,Central,275.34
2015-10-23,Tablet,Central,237.92
2015-10-24,Tablet,West,265.56
2015-10-25,Laptop,East,282.43
2015-10-26,Laptop,Central,275.4
2015-10-27,Accessory,North,283.94
2015-10-28,Smartwatch,West,261.92
2015-10-29,Smartphone,West,245.7
2015-10-30,Smartwatch,Central,204.22
2015-10-31,Smartwatch,East,238.59
2015-11-01,Laptop,Central,224.14
2015-11-02,Laptop,South,299.99
2015-11-03,Laptop,Central,241.82
2015-11-04,Smartwatch,South,249.82
2015-11-05,Smartphone,North,261.06
2015-11-06,Laptop,West,248.91
2015-11-07,Tablet,West,290.75
2015-11-08,Smartphone,East,233.37
2015-11-09,Tablet,Central,254.39
2015-11-10,Smartphone,North,231.55
2015-11-11,Laptop,South,217.71
2015-11-12,Accessory,East,236.03
2015-11-13,Laptop,North,251.03
2015-11-14,Smartwatch,North,241.86
2015-11-15,Smartwatch,South,235.92
2015-11-16,Smartphone,South,218.73
2015-11-17,Smartwatch,West,252.48
2015-11-18,Laptop,Central,217.62
2015-11-19,Tablet,East,274.93
2015-11-20,Laptop,Central,258.68
2015-11-21,Smartphone,East,220.89
2015-11-22,Smartwatch,North,250.32
2015-11-23,Tablet,South,239.97
2015-11-24,Accessory,South,267.49
2015-11-25,Tablet,North,293.76
2015-11-26,Tablet,North,214.13
2015-11-27,Laptop,East,264.64
2015-11-28,Accessory,North,258.53
2015-11-29,Smartphone,East,280.1
2015-11-30,Smartphone,Central,269.43
2015-12-01,Tablet,South,246.09
2015-12-02,Tablet,South,257.71
2015-12-03,Smartwatch,South,246.6
2015-12-04,Accessory,Central,294.21
2015-12-05,Tablet,Central,268.66
2015-12-06,Smartwatch,West,316.49
2015-12-07,Accessory,East,268.28
2015-12-08,Smartphone,East,252.92
2015-12-09,Smartwatch,West,233.63
2015-12-10,Accessory,South,227.25
2015-12-11,Smartwatch,East,233.58
2015-12-12,Tablet,East,280.72
2015-12-13,Laptop,South,287.63
2015-12-14,Smartphone,North,236.25
2015-12-15,Tablet,North,299.03
2015-12-16,Tablet,West,265.46
2015-12-17,Accessory,Central,282.09
2015-12-18,Smartwatch,East,319.61
2015-12-19,Smartphone,East,302.61
2015-12-20,Tablet,West,274.37
2015-12-21,Accessory,West,259.7
2015-12-22,Smartphone,East,229.08
2015-12-23,Smartwatch,South,265.8
2015-12-24,Tablet,South,279.4
2015-12-25,Tablet,Central,260.91
2015-12-26,Tablet,East,283.21
2015-12-27,Smartphone,East,289.32
2015-12-28,Smartphone,East,282.68
2015-12-29,Smartphone,East,272.97
2015-12-30,Smartphone,West,294.34
2015-12-31,Accessory,North,302.08
2016-01-01,Laptop,East,264.9
2016-01-02,Accessory,North,328.34
2016-01-03,Tablet,South,291.51
2016-01-04,Accessory,Central,295.36
2016-01-05,Smartwatch,South,313.5
2016-01-06,Smartphone,East,302.53
2016-01-07,Smartwatch,South,321.43
2016-01-08,Smartwatch,West,305.69
2016-01-09,Tablet,North,284.1
2016-01-10,Smartphone,East,309.35
2016-01-11,Smartwatch,West,272.61
2016-01-12,Tablet,North,304.81
2016-01-13,Smartphone,West,302.16
2016-01-14,Laptop,South,298.67
2016-01-15,Tablet,East,301.55
2016-01-16,Accessory,South,258.59
2016-01-17,Smartphone,Central,292.8
2016-01-18,Smartwatch,East,309.71
2016-01-19,Smartwatch,South,312.25
2016-01-20,Accessory,East,283.42
2016-01-21,Accessory,North,341.61
2016-01-22,Smartwatch,East,289.17
2016-01-23,Smartphone,East,335.91
2016-01-24,Tablet,North,323.19
2016-01-25,Accessory,South,297.19
2016-01-26,Accessory,East,358.56
2016-01-27,Accessory,West,285.16
2016-01-28,Laptop,East,338.79
2016-01-29,Smartphone,South,341.64
2016-01-30,Smartphone,North,300.66
2016-01-31,Smartphone,South,353.03
2016-02-01,Smartphone,Central,312.75
2016-02-02,Smartphone,East,327.0
2016-02-03,Smartwatch,East,327.06
2016-02-04,Accessory,North,317.96
2016-02-05,Smartwatch,East,342.34
2016-02-06,Laptop,West,342.66
2016-02-07,Tablet,West,279.84
2016-02-08,Accessory,South,356.89
2016-02-09,Laptop,North,283.44
2016-02-10,Smartwatch,Central,351.53
2016-02-11,Tablet,South,354.58
2016-02-12,Laptop,North,299.83
2016-02-13,Tablet,North,317.51
2016-02-14,Laptop,South,300.81
2016-02-15,Smartwatch,South,323.74
2016-02-16,Tablet,East,322.06
2016-02-17,Laptop,Central,349.89
2016-02-18,Smartwatch,West,363.79
2016-02-19,Accessory,East,366.54
2016-02-20,Smartwatch,North,318.2
2016-02-21,Smartwatch,Central,327.62
2016-02-22,Accessory,Central,291.34
2016-02-23,Smartwatch,South,313.85
2016-02-24,Accessory,Central,358.68
2016-02-25,Accessory,Central,375.49
2016-02-26,Accessory,North,304.78
2016-02-27,Laptop,East,321.35
2016-02-28,Tablet,Central,336.01
2016-02-29,Laptop,South,344.17
2016-03-01,Accessory,East,317.41
2016-03-02,Tablet,South,348.73
2016-03-03,Tablet,Central,326.74
2016-03-04,Accessory,East,338.67
2016-03-05,Tablet,Central,353.12
2016-03-06,Tablet,North,340.04
2016-03-07,Laptop,East,329.38
2016-03-08,Tablet,South,337.94
2016-03-09,Accessory,North,338.85
2016-03-10,Smartphone,West,332.18
2016-03-11,Smartphone,South,335.31
2016-03-12,Smartphone,Central,382.08
2016-03-13,Accessory,South,356.46
2016-03-14,Smartphone,West,335.36
2016-03-15,Laptop,South,360.47
2016-03-16,Accessory,North,334.98
2016-03-17,Accessory,South,372.92
2016-03-18,Accessory,East,353.09
2016-03-19,Tablet,West,341.4
2016-03-20,Tablet,South,355.5
2016-03-21,Tablet,West,305.24
2016-03-22,Smartwatch,North,316.54
2016-03-23,Laptop,East,315.04
2016-03-24,Accessory,Central,348.63
2016-03-25,Accessory,South,388.52
2016-03-26,Tablet,North,401.12
2016-03-27,Accessory,West,361.41
2016-03-28,Accessory,West,358.09
2016-03-29,Smartphone,North,300.63
2016-03-30,Accessory,South,332.17
2016-03-31,Smartwatch,Central,326.1
2016-04-01,Tablet,South,330.33
2016-04-02,Laptop,East,341.68
2016-04-03,Laptop,South,334.09
2016-04-04,Smartphone,East,296.42
2016-04-05,Laptop,West,364.59
2016-04-06,Laptop,East,319.04
2016-04-07,Tablet,Central,351.8
2016-04-08,Tablet,North,397.62
2016-04-09,Smartwatch,East,322.71
2016-04-10,Smartphone,South,282.35
2016-04-11,Laptop,East,338.36
2016-04-12,Smartwatch,West,372.92
2016-04-13,Smartphone,East,394.22
2016-04-14,Laptop,Central,314.38
2016-04-15,Laptop,East,357.38
2016-04-16,Tablet,Central,333.16
2016-04-17,Accessory,South,341.96
2016-04-18,Smartphone,West,410.51
2016-04-19,Laptop,North,306.61
2016-04-20,Smartphone,South,350.3
2016-04-21,Smartwatch,South,355.41
2016-04-22,Smartwatch,North,370.61
2016-04-23,Accessory,East,345.64
2016-04-24,Laptop,East,350.61
2016-04-25,Tablet,East,332.82
2016-04-26,Laptop,West,349.03
2016-04-27,Smartphone,South,333.39
2016-04-28,Smartwatch,Central,357.17
2016-04-29,Smartphone,North,332.04
2016-04-30,Accessory,South,350.35
2016-05-01,Smartwatch,East,339.81
2016-05-02,Tablet,North,368.3
2016-05-03,Smartwatch,Central,338.47
2016-05-04,Laptop,South,295.01
2016-05-05,Laptop,South,370.46
2016-05-06,Smartwatch,West,315.83
2016-05-07,Accessory,South,321.67
2016-05-08,Laptop,South,322.66
2016-05-09,Laptop,Central,371.44
2016-05-10,Tablet,Central,283.2
2016-05-11,Smartwatch,North,414.54
2016-05-12,Laptop,East,361.99
2016-05-13,Accessory,Central,340.65
2016-05-14,Smartphone,North,333.16
2016-05-15,Smartwatch,South,341.13
2016-05-16,Tablet,North,346.46
2016-05-17,Laptop,North,349.0
2016-05-18,Accessory,North,346.19
2016-05-19,Smartwatch,North,333.95
2016-05-20,Accessory,Central,326.19
2016-05-21,Accessory,East,326.73
2016-05-22,Tablet,North,325.03
2016-05-23,Smartwatch,West,357.63
2016-05-24,Laptop,South,343.49
2016-05-25,Tablet,South,254.5
2016-05-26,Laptop,South,343.76
2016-05-27,Smartphone,South,331.57
2016-05-28,Accessory,South,325.57
2016-05-29,Smartphone,North,315.65
2016-05-30,Accessory,East,352.78
2016-05-31,Tablet,West,347.68
2016-06-01,Laptop,Central,303.97
2016-06-02,Laptop,West,332.76
2016-06-03,Tablet,Central,297.59
2016-06-04,Smartwatch,Central,286.67
2016-06-05,Smartphone,West,304.77
2016-06-06,Smartphone,North,341.26
2016-06-07,Laptop,South,342.79
2016-06-08,Laptop,North,331.05
2016-06-09,Laptop,South,335.6
2016-06-10,Tablet,East,329.62
2016-06-11,Smartwatch,Central,299.92
2016-06-12,Smartphone,West,326.0
2016-06-13,Accessory,East,334.44
2016-06-14,Tablet,South,332.51
2016-06-15,Smartphone,North,342.6
2016-06-16,Smartwatch,West,329.8
2016-06-17,Tablet,Central,320.1
2016-06-18,Smartphone,East,337.28
2016-06-19,Tablet,Central,309.07
2016-06-20,Smartphone,South,286.89
2016-06-21,Smartphone,Central,304.06
2016-06-22,Smartwatch,North,288.72
2016-06-23,Accessory,East,289.66
2016-06-24,Smartwatch,East,302.12
2016-06-25,Smartphone,North,285.12
2016-06-26,Tablet,Central,296.42
2016-06-27,Smartwatch,North,255.98
2016-06-28,Accessory,West,307.84
2016-06-29,Smartphone,North,301.73
2016-06-30,Smartwatch,Central,280.46
2016-07-01,Smartwatch,North,316.56
2016-07-02,Smartwatch,South,322.71
2016-07-03,Smartwatch,North,258.27
2016-07-04,Tablet,North,278.58
2016-07-05,Accessory,Central,277.61
2016-07-06,Accessory,West,272.54
2016-07-07,Smartphone,West,315.96
2016-07-08,Laptop,Central,289.58
2016-07-09,Tablet,Central,287.01
2016-07-10,Smartphone,Central,242.72
2016-07-11,Smartphone,South,307.91
2016-07-12,Smartwatch,East,260.25
2016-07-13,Laptop,North,291.93
2016-07-14,Laptop,Central,296.58
2016-07-15,Tablet,Central,322.88
2016-07-16,Laptop,Central,255.36
2016-07-17,Smartphone,West,211.81
2016-07-18,Laptop,Central,291.12
2016-07-19,Laptop,North,330.77
2016-07-20,Accessory,Central,315.97
2016-07-21,Smartphone,North,289.47
2016-07-22,Laptop,South,271.19
2016-07-23,Laptop,East,302.9
2016-07-24,Smartwatch,West,257.64
2016-07-25,Laptop,North,293.15
2016-07-26,Laptop,South,293.15
2016-07-27,Accessory,East,306.29
2016-07-28,Smartphone,East,348.06
2016-07-29,Tablet,East,288.16
2016-07-30,Smartphone,North,264.92
2016-07-31,Smartwatch,South,276.31
2016-08-01,Smartphone,Central,232.03
2016-08-02,Laptop,South,258.2
2016-08-03,Smartwatch,South,264.66
2016-08-04,Smartphone,South,261.12
2016-08-05,Smartwatch,North,277.38
2016-08-06,Tablet,North,252.35
2016-08-07,Smartphone,North,300.3
2016-08-08,Laptop,South,271.64
2016-08-09,Smartwatch,North,270.78
2016-08-10,Accessory,East,262.2
2016-08-11,Smartwatch,North,273.67
2016-08-12,Accessory,West,289.82
2016-08-13,Laptop,North,246.93
2016-08-14,Tablet,North,251.58
2016-08-15,Accessory,North,259.87
2016-08-16,Tablet,North,233.26
2016-08-17,Smartwatch,West,245.88
2016-08-18,Laptop,Central,253.92
2016-08-19,Accessory,North,287.17
2016-08-20,Smartwatch,East,271.36
2016-08-21,Smartphone,West,269.13
2016-08-22,Smartwatch,Central,285.08
2016-08-23,Tablet,North,259.89
2016-08-24,Laptop,Central,272.62
2016-08-25,Laptop,East,259.82
2016-08-26,Smartwatch,West,268.6
2016-08-27,Smartphone,West,246.96
2016-08-28,Tablet,Central,200.14
2016-08-29,Smartwatch,North,257.35
2016-08-30,Smartwatch,South,295.88
2016-08-31,Laptop,West,283.09
2016-09-01,Tablet,South,283.7
2016-09-02,Smartphone,West,290.12
2016-09-03,Laptop,North,261.09
2016-09-04,Smartwatch,North,263.48
2016-09-05,Laptop,West,242.79
2016-09-06,Laptop,Central,250.03
2016-09-07,Accessory,North,273.04
2016-09-08,Laptop,North,287.47
2016-09-09,Laptop,East,253.62
2016-09-10,Tablet,North,245.61
2016-09-11,Laptop,East,256.64
2016-09-12,Smartphone,North,271.44
2016-09-13,Smartwatch,North,220.11
2016-09-14,Tablet,Central,198.61
2016-09-15,Laptop,Central,242.08
2016-09-16,Smartphone,North,225.16
2016-09-17,Smartwatch,West,242.83
2016-09-18,Tablet,West,251.71
2016-09-19,Smartphone,North,243.95
2016-09-20,Laptop,West,291.49
2016-09-21,Accessory,North,263.26
2016-09-22,Accessory,Central,262.53
2016-09-23,Tablet,South,270.51
2016-09-24,Smartphone,East,226.44
2016-09-25,Smartwatch,West,280.86
2016-09-26,Smartphone,West,252.97
2016-09-27,Accessory,Central,271.63
2016-09-28,Tablet,West,228.08
2016-09-29,Laptop,North,216.06
2016-09-30,Smartphone,North,275.4
2016-10-01,Accessory,South,264.42
2016-10-02,Smartwatch,South,232.53
2016-10-03,Tablet,South,233.43
2016-10-04,Laptop,North,283.41
2016-10-05,Smartphone,South,225.65
2016-10-06,Smartwatch,South,296.59
2016-10-07,Laptop,North,233.15
2016-10-08,Accessory,Central,271.79
2016-10-09,Accessory,West,247.79
2016-10-10,Smartwatch,East,271.28
2016-10-11,Accessory,North,242.8
2016-10-12,Tablet,North,252.55
2016-10-13,Smartwatch,East,257.88
2016-10-14,Accessory,East,232.05
2016-10-15,Smartphone,South,275.89
2016-10-16,Accessory,East,244.82
2016-10-17,Tablet,West,252.22
2016-10-18,Laptop,West,233.39
2016-10-19,Laptop,West,194.51
2016-10-20,Accessory,West,254.12
2016-10-21,Laptop,West,319.56
2016-10-22,Accessory,South,279.22
2016-10-23,Tablet,North,259.5
2016-10-24,Laptop,East,253.8
2016-10-25,Smartphone,North,261.34
2016-10-26,Accessory,East,274.87
2016-10-27,Laptop,South,232.1
2016-10-28,Tablet,South,289.92
2016-10-29,Tablet,Central,280.4
2016-10-30,Smartphone,Central,280.94
2016-10-31,Tablet,South,274.43
2016-11-01,Tablet,South,264.45
2016-11-02,Laptop,East,281.29
2016-11-03,Accessory,South,279.79
2016-11-04,Smartwatch,North,256.67
2016-11-05,Tablet,East,251.73
2016-11-06,Tablet,South,269.17
2016-11-07,Smartwatch,East,305.92
2016-11-08,Tablet,East,236.79
2016-11-09,Laptop,West,231.67
2016-11-10,Laptop,Central,273.08
2016-11-11,Smartwatch,East,270.85
2016-11-12,Tablet,East,274.54
2016-11-13,Tablet,West,276.94
2016-11-14,Accessory,South,265.91
2016-11-15,Tablet,East,309.39
2016-11-16,Laptop,West,232.79
2016-11-17,Smartphone,North,252.78
2016-11-18,Smartphone,West,271.59
2016-11-19,Smartphone,Central,233.79
2016-11-20,Smartphone,Central,271.18
2016-11-21,Tablet,South,317.83
2016-11-22,Tablet,South,277.55
2016-11-23,Accessory,Central,283.53
2016-11-24,Tablet,Central,247.0
2016-11-25,Smartphone,East,263.85
2016-11-26,Smartwatch,Central,270.64
2016-11-27,Smartwatch,South,272.84
2016-11-28,Laptop,Central,313.6
2016-11-29,Laptop,South,296.29
2016-11-30,Tablet,North,255.35
2016-12-01,Smartwatch,Central,290.1
2016-12-02,Smartphone,South,297.2
2016-12-03,Smartphone,West,314.06
2016-12-04,Smartphone,East,325.89
2016-12-05,Tablet,South,261.83
2016-12-06,Tablet,Central,267.77
2016-12-07,Accessory,Central,257.44
2016-12-08,Smartphone,North,283.88
2016-12-09,Smartphone,West,302.24
2016-12-10,Tablet,South,316.12
2016-12-11,Tablet,West,290.39
2016-12-12,Accessory,North,285.16
2016-12-13,Accessory,East,297.82
2016-12-14,Laptop,West,274.03
2016-12-15,Smartwatch,North,348.02
2016-12-16,Smartphone,South,256.47
2016-12-17,Smartphone,East,302.17
2016-12-18,Accessory,Central,349.03
2016-12-19,Accessory,North,299.5
2016-12-20,Laptop,Central,295.48
2016-12-21,Smartwatch,East,292.19
2016-12-22,Laptop,North,297.52
2016-12-23,Smartwatch,North,337.25
2016-12-24,Smartphone,East,248.54
2016-12-25,Laptop,South,343.08
2016-12-26,Accessory,North,270.05
2016-12-27,Laptop,East,299.89
2016-12-28,Laptop,West,296.73
2016-12-29,Smartphone,Central,323.09
2016-12-30,Accessory,North,269.33
2016-12-31,Accessory,West,321.75
2017-01-01,Tablet,North,361.07
2017-01-02,Tablet,South,277.29
2017-01-03,Tablet,East,317.02
2017-01-04,Smartphone,North,296.64
2017-01-05,Laptop,East,324.74
2017-01-06,Accessory,North,315.48
2017-01-07,Accessory,South,299.87
2017-01-08,Laptop,South,329.01
2017-01-09,Accessory,West,362.82
2017-01-10,Laptop,South,313.84
2017-01-11,Smartphone,East,337.5
2017-01-12,Smartphone,South,288.07
2017-01-13,Smartphone,North,297.38
2017-01-14,Laptop,South,333.99
2017-01-15,Laptop,East,360.16
2017-01-16,Smartwatch,North,332.83
2017-01-17,Accessory,West,316.99
2017-01-18,Accessory,West,325.67
2017-01-19,Smartwatch,West,295.29
2017-01-20,Smartwatch,North,342.53
2017-01-21,Smartphone,West,350.33
2017-01-22,Smartwatch,South,317.82
2017-01-23,Laptop,North,318.22
2017-01-24,Tablet,North,337.46
2017-01-25,Laptop,North,320.73
2017-01-26,Smartwatch,Central,330.82
2017-01-27,Accessory,East,385.79
2017-01-28,Laptop,Central,327.94
2017-01-29,Accessory,Central,325.96
2017-01-30,Laptop,Central,319.53
2017-01-31,Accessory,East,355.12
2017-02-01,Laptop,Central,332.77
2017-02-02,Accessory,West,321.85
2017-02-03,Tablet,North,371.89
2017-02-04,Smartphone,North,375.11
2017-02-05,Laptop,South,325.36
2017-02-06,Tablet,West,294.46
2017-02-07,Smartphone,East,367.04
2017-02-08,Laptop,North,325.47
